Name,Team,Position,Ownership,Start,Price,Fixture,AnytimeAssist,AnytimeGoal,AnytimeReturn,Reserve
Andersen,Crystal Palace,DEF,2%,90%,£4.5m,Newcastle (a),3%,3%,7%,N
Chambers,Aston Villa,DEF,0%,10%,£4.4m,Man City (H),3%,4%,7%,N
Coleman,Everton,DEF,0%,20%,£4.5m,Liverpool (H),3%,4%,7%,N
Mitchell,Crystal Palace,DEF,1%,70%,£4.5m,Newcastle (a),4%,2%,7%,N
Mbabu,Fulham,DEF,0%,20%,£4.5m,Spurs (a),4%,3%,6%,N
Mings,Aston Villa,DEF,3%,80%,£4.3m,Man City (H),2%,4%,6%,N
Duffy,Fulham,DEF,0%,20%,£4.4m,Spurs (a),2%,4%,6%,N
Dawson,West Ham,DEF,0%,20%,£4.8m,Chelsea (a),2%,4%,6%,N
Hill,Bournemouth,DEF,0%,10%,£4.5m,Nott'm Forest (a),2%,4%,6%,N
Coady,Everton,DEF,3%,90%,£4.8m,Liverpool (H),2%,4%,6%,N
Tarkowski,Everton,DEF,1%,90%,£4.5m,Liverpool (H),2%,4%,6%,N
Saliba,Arsenal,DEF,20%,90%,£4.8m,Man Utd (a),3%,3%,6%,N
Clyne,Crystal Palace,DEF,0%,70%,£4.5m,Newcastle (a),4%,2%,6%,N
Bednarek,Aston Villa,DEF,0%,20%,£4.4m,Man City (H),2%,4%,6%,N
Ward,Crystal Palace,DEF,0%,70%,£4.5m,Newcastle (a),3%,2%,6%,N
Konsa,Aston Villa,DEF,0%,90%,£4.4m,Man City (H),2%,4%,6%,N
Caleta-Car,Southampton,DEF,0%,10%,£4.5m,Wolves (a),2%,3%,6%,N
Cook,Bournemouth,MID,0%,80%,£4.9m,Nott'm Forest (a),0%,5%,6%,N
Kehrer,West Ham,DEF,0%,90%,£4.5m,Chelsea (a),3%,3%,6%,N
White,Arsenal,DEF,6%,80%,£4.5m,Man Utd (a),3%,3%,6%,N
Burn,Newcastle,DEF,2%,80%,£4.5m,Crystal Palace (H),3%,3%,6%,N
Salisu,Southampton,DEF,0%,90%,£4.4m,Wolves (a),3%,3%,6%,N
Mepham,Bournemouth,DEF,0%,90%,£4.4m,Nott'm Forest (a),2%,4%,6%,N
Tete,Fulham,DEF,0%,80%,£4.5m,Spurs (a),3%,3%,6%,N
Mendy,Leicester,MID,1%,20%,£4.4m,Brighton (a),3%,3%,5%,N
Diop,Fulham,DEF,0%,20%,£4.4m,Spurs (a),2%,3%,5%,N
Kelly,Bournemouth,DEF,1%,80%,£4.5m,Nott'm Forest (a),2%,3%,5%,N
Evans,Leicester,DEF,0%,90%,£4.4m,Brighton (a),2%,3%,5%,N
Tosin,Fulham,DEF,0%,90%,£4.5m,Spurs (a),2%,3%,5%,N
Zouma,West Ham,DEF,1%,90%,£4.5m,Chelsea (a),2%,3%,5%,N
Soyuncu,Leicester,DEF,0%,10%,£4.3m,Brighton (a),2%,3%,5%,N
Amartey,Leicester,DEF,0%,60%,£4.4m,Brighton (a),2%,3%,5%,N
Guehi,Crystal Palace,DEF,1%,90%,£4.4m,Newcastle (a),2%,3%,5%,N
Kamara,Aston Villa,MID,0%,90%,£4.9m,Man City (H),0%,4%,4%,N
Stacey,Bournemouth,DEF,0%,10%,£4.4m,Nott'm Forest (a),0%,4%,4%,N
Coufal,West Ham,DEF,1%,90%,£4.4m,Chelsea (a),0%,3%,3%,N
Wan-Bissaka,Man Utd,DEF,0%,10%,£4.3m,Arsenal (H),0%,3%,3%,N
