Name,Team,Position,Ownership,Start,Price,Fixture,AnytimeAssist,AnytimeGoal,AnytimeReturn,Reserve
Caleta-Car,Southampton,DEF,0%,90%,£4.5m,Crystal Palace (a),2%,4%,6%,N
Koch,Leeds,DEF,0%,80%,£4.5m,Liverpool (a),2%,3%,6%,N
Mendy,Leicester,MID,1%,10%,£4.3m,Man City (H),3%,3%,6%,N
McKenna,Nott'm Forest,DEF,0%,90%,£4.4m,Arsenal (a),3%,3%,6%,N
Tomkins,Crystal Palace,DEF,1%,20%,£3.9m,Southampton (H),0%,5%,6%,N
Kouyate,Nott'm Forest,MID,0%,80%,£4.5m,Arsenal (a),2%,3%,6%,N
Van Hecke,Brighton,DEF,0%,30%,£4.0m,Chelsea (H),0%,5%,6%,N
Hill,Bournemouth,DEF,0%,10%,£4.4m,Spurs (H),2%,3%,6%,N
Salisu,Southampton,DEF,0%,90%,£4.4m,Crystal Palace (a),2%,3%,5%,N
Mepham,Bournemouth,DEF,0%,90%,£4.4m,Spurs (H),2%,3%,5%,N
Evans,Leicester,DEF,0%,30%,£4.4m,Man City (H),2%,3%,5%,N
Amartey,Leicester,DEF,0%,90%,£4.3m,Man City (H),2%,3%,5%,N
Boly,Nott'm Forest,DEF,0%,10%,£4.2m,Arsenal (a),2%,3%,5%,N
Cook,Nott'm Forest,DEF,0%,90%,£4.4m,Arsenal (a),2%,2%,4%,N
Worrall,Nott'm Forest,DEF,0%,10%,£4.3m,Arsenal (a),2%,2%,4%,N
Smith,Bournemouth,DEF,0%,90%,£4.4m,Spurs (H),0%,4%,4%,N
Bednarek,Aston Villa,DEF,0%,10%,£4.3m,Newcastle (a),2%,0%,2%,N
