Name,Team,Position,Ownership,Start,Price,Fixture,AnytimeAssist,AnytimeGoal,AnytimeReturn,Reserve
Salisu,Southampton,DEF,0%,90%,£4.4m,Aston Villa (H),3%,4%,7%,N
Caleta-Car,Southampton,DEF,0%,70%,£4.5m,Aston Villa (H),3%,4%,7%,N
Ward,Crystal Palace,DEF,0%,50%,£4.5m,Newcastle (H),5%,3%,7%,N
Bueno,Wolves,DEF,6%,70%,£3.9m,Man City (a),5%,3%,7%,N
Semedo,Wolves,DEF,0%,70%,£5.0m,Man City (a),5%,2%,7%,N
Lyanco,Southampton,DEF,0%,80%,£4.4m,Aston Villa (H),3%,3%,7%,N
Coleman,Everton,DEF,0%,80%,£4.4m,West Ham (a),4%,2%,7%,N
Soyuncu,Leicester,DEF,0%,20%,£4.2m,Brighton (H),3%,3%,6%,N
Cook,Nott'm Forest,DEF,0%,10%,£4.4m,Bournemouth (a),3%,3%,6%,N
Stacey,Bournemouth,DEF,0%,40%,£4.3m,Nott'm Forest (H),3%,3%,6%,N
Palhinha,Fulham,MID,0%,90%,£5.0m,Spurs (H),0%,6%,6%,N
Amartey,Leicester,DEF,1%,90%,£4.2m,Brighton (H),3%,3%,6%,N
Worrall,Nott'm Forest,DEF,0%,80%,£4.2m,Bournemouth (a),3%,3%,6%,N
Kelly,Bournemouth,DEF,1%,90%,£4.3m,Nott'm Forest (H),3%,3%,6%,N
Kurzawa,Fulham,DEF,0%,10%,£4.3m,Spurs (H),0%,6%,6%,N
Coady,Everton,DEF,4%,90%,£5.0m,West Ham (a),2%,3%,6%,N
Holding,Arsenal,DEF,0%,10%,£4.2m,Man Utd (H),0%,5%,6%,N
Guehi,Crystal Palace,DEF,1%,90%,£4.4m,Newcastle (H),2%,3%,6%,N
Varane,Man Utd,DEF,3%,90%,£4.8m,Arsenal (a),3%,3%,6%,N
Kilman,Wolves,DEF,2%,90%,£4.4m,Man City (a),3%,2%,6%,N
Mepham,Bournemouth,DEF,0%,50%,£4.4m,Nott'm Forest (H),2%,3%,6%,N
Matheus,Wolves,MID,0%,90%,£4.8m,Man City (a),0%,5%,5%,N
Martinez,Man Utd,DEF,6%,60%,£4.5m,Arsenal (a),3%,3%,5%,N
Godfrey,Everton,DEF,0%,60%,£4.3m,West Ham (a),2%,3%,5%,N
Reed,Fulham,MID,1%,90%,£4.5m,Spurs (H),0%,5%,5%,N
Firpo,Leeds,DEF,0%,20%,£4.5m,Brentford (H),0%,5%,5%,N
Toti,Wolves,DEF,2%,30%,£3.9m,Man City (a),2%,3%,5%,N
Mbabu,Fulham,DEF,0%,10%,£4.3m,Spurs (H),0%,4%,4%,N
Tosin,Fulham,DEF,0%,50%,£4.5m,Spurs (H),0%,4%,4%,N
McKenna,Nott'm Forest,DEF,0%,70%,£4.4m,Bournemouth (a),0%,3%,4%,N
Tarkowski,Everton,DEF,1%,90%,£4.3m,West Ham (a),0%,3%,4%,N
Diop,Fulham,DEF,0%,60%,£4.3m,Spurs (H),0%,3%,4%,N
Tete,Fulham,DEF,0%,90%,£4.4m,Spurs (H),0%,3%,4%,N
Smith,Bournemouth,DEF,0%,80%,£4.4m,Nott'm Forest (H),0%,3%,3%,N
Robinson,Fulham,DEF,0%,90%,£4.4m,Spurs (H),0%,3%,3%,N
Ream,Fulham,DEF,2%,90%,£4.5m,Spurs (H),0%,3%,3%,N
