Name,Team,Position,Ownership,Start,Price,Fixture,AnytimeAssist,AnytimeGoal,AnytimeReturn,Reserve
Cresswell,West Ham,DEF,2%,90%,£4.8m,Southampton (a),0%,5%,5%,N
Boly,Nott'm Forest,DEF,0%,30%,£4.2m,Wolves (a),2%,3%,5%,N
Diallo,Southampton,MID,1%,60%,£4.4m,West Ham (H),0%,5%,5%,N
Kehrer,West Ham,DEF,1%,90%,£4.5m,Southampton (a),0%,5%,5%,N
Cook,Nott'm Forest,DEF,0%,80%,£4.4m,Wolves (a),2%,3%,5%,N
Worrall,Nott'm Forest,DEF,0%,20%,£4.3m,Wolves (a),2%,3%,5%,N
Malacia,Man Utd,DEF,4%,30%,£4.5m,Newcastle (H),0%,5%,5%,N
Shaw,Man Utd,DEF,1%,70%,£4.7m,Newcastle (H),0%,5%,5%,N
Lindelof,Man Utd,DEF,0%,40%,£4.3m,Newcastle (H),0%,4%,5%,N
Walker-Peters,Southampton,DEF,1%,90%,£4.5m,West Ham (H),0%,4%,5%,N
Coufal,West Ham,DEF,1%,20%,£4.4m,Southampton (a),0%,4%,5%,N
Caleta-Car,Southampton,DEF,0%,20%,£4.5m,West Ham (H),0%,4%,4%,N
Bella-Kotchap,Southampton,DEF,0%,90%,£4.5m,West Ham (H),0%,4%,4%,N
Pinnock,Brentford,DEF,0%,50%,£4.4m,Brighton (H),0%,4%,4%,N
Johnson,West Ham,DEF,0%,10%,£4.4m,Southampton (a),0%,4%,4%,N
Burn,Newcastle,DEF,2%,80%,£4.5m,Man Utd (a),0%,3%,4%,N
Targett,Newcastle,DEF,1%,60%,£4.9m,Man Utd (a),0%,3%,4%,N
Salisu,Southampton,DEF,0%,90%,£4.4m,West Ham (H),0%,3%,3%,N
