Name,Team,Position,Ownership,Start,Price,Fixture,AnytimeAssist,AnytimeGoal,AnytimeReturn,Reserve
Sanchez,Spurs,DEF,1%,30%,£4.4m,Brighton (a),3%,5%,7%,N
Mee,Brentford,DEF,3%,90%,£4.5m,Newcastle (a),2%,5%,7%,N
Soyuncu,Leicester,DEF,0%,10%,£4.2m,Bournemouth (a),3%,5%,7%,N
Gomez,Liverpool,DEF,1%,50%,£4.5m,Arsenal (a),3%,4%,7%,N
Ajer,Brentford,DEF,0%,70%,£4.5m,Newcastle (a),2%,5%,7%,N
Cooper,Leeds,DEF,0%,60%,£4.4m,Crystal Palace (a),2%,5%,7%,N
Lindelof,Man Utd,DEF,0%,40%,£4.3m,Everton (a),3%,3%,7%,N
Semedo,Wolves,DEF,0%,90%,£5.0m,Chelsea (a),4%,3%,7%,N
Bade,Nott'm Forest,DEF,0%,10%,£4.5m,Aston Villa (H),0%,6%,7%,N
Koch,Leeds,DEF,0%,90%,£4.5m,Crystal Palace (a),3%,4%,7%,N
Lenglet,Spurs,DEF,0%,80%,£4.8m,Brighton (a),3%,4%,7%,N
Mepham,Bournemouth,DEF,0%,90%,£4.4m,Leicester (H),2%,5%,7%,N
Pinnock,Brentford,DEF,0%,30%,£4.4m,Newcastle (a),2%,4%,7%,N
Boly,Nott'm Forest,DEF,0%,70%,£4.3m,Aston Villa (H),3%,4%,6%,N
White,Arsenal,DEF,6%,90%,£4.5m,Liverpool (H),3%,3%,6%,N
Diop,Fulham,DEF,0%,30%,£4.3m,West Ham (a),2%,4%,6%,N
Kilman,Wolves,DEF,2%,90%,£4.5m,Chelsea (a),3%,3%,6%,N
Cook,Nott'm Forest,DEF,0%,80%,£4.4m,Aston Villa (H),2%,3%,6%,N
Worrall,Nott'm Forest,DEF,0%,30%,£4.3m,Aston Villa (H),2%,3%,6%,N
Bella-Kotchap,Southampton,DEF,0%,90%,£4.5m,Man City (a),2%,3%,6%,N
Tete,Fulham,DEF,1%,80%,£4.5m,West Ham (a),3%,2%,6%,N
Holding,Arsenal,DEF,0%,10%,£4.2m,Liverpool (H),3%,3%,6%,N
Lyanco,Southampton,DEF,0%,10%,£4.4m,Man City (a),2%,3%,5%,N
Toti,Wolves,DEF,1%,80%,£3.9m,Chelsea (a),2%,3%,5%,N
Smith,Bournemouth,DEF,0%,80%,£4.4m,Leicester (H),0%,5%,5%,N
Caleta-Car,Southampton,DEF,0%,30%,£4.5m,Man City (a),2%,3%,5%,N
Salisu,Southampton,DEF,0%,90%,£4.4m,Man City (a),2%,3%,5%,N
Van Hecke,Brighton,DEF,0%,10%,£4.0m,Spurs (H),3%,0%,3%,N
