Name,Team,Position,Ownership,Start,Price,Fixture,AnytimeAssist,AnytimeGoal,AnytimeReturn,Reserve
Mepham,Bournemouth,DEF,0%,90%,£4.4m,West Ham (a),2%,4%,6%,N
Webster,Brighton,DEF,1%,90%,£4.5m,Man City (a),2%,4%,6%,N
Veltman,Brighton,DEF,5%,90%,£4.7m,Man City (a),3%,2%,6%,N
Lindelof,Man Utd,DEF,0%,30%,£4.3m,Chelsea (a),3%,3%,6%,N
Salisu,Southampton,DEF,0%,90%,£4.4m,Arsenal (H),2%,3%,5%,N
Burn,Newcastle,DEF,2%,90%,£4.5m,Spurs (a),2%,3%,5%,N
Cook,Bournemouth,MID,0%,80%,£4.9m,West Ham (a),0%,5%,5%,N
Hill,Bournemouth,DEF,0%,10%,£4.4m,West Ham (a),2%,3%,5%,N
Van Hecke,Brighton,DEF,0%,10%,£4.0m,Man City (a),0%,4%,5%,N
Tomkins,Crystal Palace,DEF,1%,20%,£3.9m,Everton (a),0%,4%,5%,N
Boly,Nott'm Forest,DEF,0%,30%,£4.2m,Liverpool (H),2%,3%,5%,N
Cook,Nott'm Forest,DEF,0%,80%,£4.4m,Liverpool (H),2%,2%,4%,N
Worrall,Nott'm Forest,DEF,0%,20%,£4.3m,Liverpool (H),2%,2%,4%,N
Pearson,Bournemouth,MID,0%,20%,£4.4m,West Ham (a),0%,4%,4%,N
Smith,Bournemouth,DEF,0%,80%,£4.4m,West Ham (a),0%,4%,4%,N
Bade,Nott'm Forest,DEF,0%,10%,£4.5m,Liverpool (H),2%,2%,4%,N
Stephens,Bournemouth,DEF,0%,10%,£4.3m,West Ham (a),3%,0%,3%,N
