Name,Team,Position,Ownership,Start,Price,Fixture,AnytimeAssist,AnytimeGoal,AnytimeReturn,Reserve
Toti,Wolves,DEF,2%,20%,£3.9m,West Ham (H),3%,5%,9%,N
Holding,Arsenal,DEF,0%,10%,£4.2m,Spurs (a),3%,5%,8%,N
Senesi,Bournemouth,DEF,0%,90%,£4.5m,Brentford (a),5%,3%,8%,N
Ogbonna,West Ham,DEF,0%,20%,£4.4m,Wolves (a),3%,4%,8%,N
Soyuncu,Leicester,DEF,0%,20%,£4.2m,Nott'm Forest (a),3%,4%,8%,N
Mbabu,Fulham,DEF,0%,10%,£4.3m,Newcastle (a),5%,3%,8%,N
Cooper,Leeds,DEF,0%,70%,£4.4m,Aston Villa (a),3%,4%,7%,N
Cook,Nott'm Forest,DEF,0%,20%,£4.4m,Leicester (H),3%,4%,7%,N
Worrall,Nott'm Forest,DEF,0%,80%,£4.2m,Leicester (H),3%,4%,7%,N
Caleta-Car,Southampton,DEF,0%,80%,£4.5m,Everton (a),3%,4%,7%,N
Koch,Leeds,DEF,0%,80%,£4.5m,Aston Villa (a),3%,3%,7%,N
Salisu,Southampton,DEF,0%,90%,£4.4m,Everton (a),3%,3%,7%,N
Diop,Fulham,DEF,0%,40%,£4.3m,Newcastle (a),3%,3%,7%,N
Ream,Fulham,DEF,2%,90%,£4.5m,Newcastle (a),3%,3%,6%,N
Amartey,Leicester,DEF,1%,90%,£4.2m,Nott'm Forest (a),3%,3%,6%,N
Emerson,West Ham,DEF,1%,20%,£4.0m,Wolves (a),0%,5%,5%,N
Kelly,Bournemouth,DEF,1%,80%,£4.3m,Brentford (a),2%,3%,5%,N
Mepham,Bournemouth,DEF,0%,50%,£4.4m,Brentford (a),2%,3%,5%,N
Stacey,Bournemouth,DEF,0%,20%,£4.3m,Brentford (a),0%,3%,3%,N
